Раскрой,Деталь,Фото,,Название операции,конусы,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.02.01.05,боковой стену,,,резка металического листа,25х25.1.6,1000,575,5750,233750,2,2,4675,"100,000","2875,00",5750,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,4675,"18,7",,5750,0,,,,,0,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Название операции,06.02.01.06,ширина рулона,длина куска сетки,площ.куска сетки ,площ детали,кол-во  на куске,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.02.01.06, зад стену,,,резка металического листа,25х25.1.6,1000,450,4500,403750,1,1,"4037,5","100,000","4500,00",4500,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"4037,5","10,3",,4500,0,,,,,0,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Название операции,06.02.01.07,ширина рулона,длина куска сетки,площ.куска сетки ,площ детали,кол-во  на куске,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.02.01.07, дверца,,,резка металического листа,25х25.1.6,1000,200,2000,166250,1,1,"1662,5","100,000","2000,00",2000,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"1662,5","16,9",,2000,0,,,,,0,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Название операции,06.02.01.08,ширина рулона,длина куска сетки,площ.куска сетки ,площ детали,кол-во  на куске,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.02.01.08, пол,,,резка металического листа,15х50.2,1000,590,5900,546250,1,1,"5462,5","100,000","5900,00",5900,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"5462,5","7,4",,5900,0,,,,,0,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Клетка для  перепелов ""Гранд""  на 50 голов престиж",,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,06.03.01.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.03.01.01,06.03.01.Р01,,,резка металического листа,"оц.0,35",1250,2000,25000,101624,6,1,"6097,44","26,426","1101,10",6607,2180,"27,0",20,45,1245,4,336,,,,,,,,
06.03.01.01,06.03.01.Р02,,,резка металического листа,"оц.0,35",1250,2000,25000,84723,8,1,"6777,84","29,375","917,98",7344,2204,"29,6",,,1245,8,368,,,,,,,,
06.03.01.01,06.03.01.Р03,,,резка металического листа,"оц.0,35",1250,2000,25000,76644,6,1,"4598,64","19,931","830,44",4983,2061,"23,4",,,1245,,291,,,,,,,,
06.03.01.01,06.03.01.Р04,,,резка металического листа,"оц.0,35",1250,2000,25000,39976,12,2,"4797,12","20,791","433,14",5198,1175,"13,3",,,1245,,83,,,,,,,,
06.03.01.01,06.03.01.Р05,,,резка металического листа,"оц.0,35",1250,2000,25000,5730,14,2,"802,2","3,477","62,08",869,390,"6,7",,,1245,4,42,,,,,,,,
,,,,,,,,,,,,"23073,24","7,7",,25000,8010,,,,,16,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,06.03.01.02,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.03.01.02,06.03.01.Р06,,,резка металического листа,"оц.0,35",1250,2000,25000,26538,65,1,"17249,7","89,873","345,66",22468,938,"27,4",,,0,,0,,,,,,,,
06.03.01.02,06.03.01.Р07,,,резка металического листа,"оц.0,35",1250,2000,25000,4869,20,2,"973,8","5,074","63,42",1268,340,"12,9",,,0,2,0,,,,,,,,
06.03.01.02,04.08.01.Р10,,,резка металического листа,"оц.0,35",1250,2000,25000,48499,2,2,"969,98","5,054","631,71",1263,2040,"59,7",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"19193,48","23,2",,25000,3318,,,,,2,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,06.03.01.03,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.03.01.03,06.03.01.Р08,,,резка металического листа,"оц.0,35",1250,2000,25000,206233,7,1,"14436,31","60,443","2158,66",15111,2334,"37,9",,,0,14,0,,,,,,,,
06.03.01.03,06.03.01.Р09,,,резка металического листа,"оц.0,35",1250,2000,25000,112100,7,1,7847,"32,854","1173,36",8214,2136,"31,1",,,0,7,0,,,,,,,,
06.03.01.03,06.03.01.Р07,,,резка металического листа,"оц.0,35",1250,2000,25000,4869,3,2,"146,07","0,612","50,96",153,340,"5,5",,,0,2,0,,,,,,,,
06.03.01.03,04.08.01.Р10,,,резка металического листа,"оц.0,35",1250,2000,25000,48499,3,2,"1454,97","6,092","507,64",1523,2040,"25,5",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"23884,35","4,5",,25000,6850,,,,,23,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,06.03.01.04,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.03.01.04,06.03.01.Р11,,,резка металического листа,"оц.0,55",1250,2200,27500,37750,24,2,9060,"36,070","413,30",9919,1068,"31,9",,,0,18,0,,,,,,,,
06.03.01.04,06.03.01.Р12,,,резка металического листа,"оц.0,55",1250,2200,27500,34518,24,2,"8284,32","32,982","377,92",9070,1053,"26,8",,,0,12,0,,,,,,,,
06.03.01.04,06.03.01.Р13,,,резка металического листа,"оц.0,55",1250,2200,27500,4282,48,2,"2055,36","8,183","46,88",2250,598,"15,3",,,0,7,0,,,,,,,,
06.03.01.04,06.03.01.Р14,,,резка металического листа,"оц.0,55",1250,2200,27500,10801,24,2,"2592,24","10,320","118,25",2838,566,"13,2",,,0,5,0,,,,,,,,
06.03.01.04,06.03.01.Р15,,,резка металического листа,"оц.0,55",1250,2200,27500,4224,74,2,"3125,76","12,444","46,25",3422,591,"12,8",,,0,4,0,,,,,,,,
,,,,,,,,,,,,"25117,68","8,7",,27500,3876,,,,,46,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,06.03.01.05,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.03.01.05,06.03.01.Р16,,,резка металического листа,"оц.0,55",1250,2200,27500,4560,48,2,"2188,8","8,668","49,66",2384,568,"12,5",,,0,3,0,,,,,,,,
06.03.01.05,06.03.01.Р17,,,резка металического листа,"оц.0,55",1250,2200,27500,37750,24,2,9060,"35,880","411,12",9867,1068,"30,8",,,0,14,0,,,,,,,,
06.03.01.05,06.03.01.Р12,,,резка металического листа,"оц.0,55",1250,2200,27500,34518,24,2,"8284,32","32,808","375,92",9022,1053,"28,8",,,0,12,0,,,,,,,,
06.03.01.05,06.03.01.Р14,,,резка металического листа,"оц.0,55",1250,2200,27500,10801,24,2,"2592,24","10,266","117,63",2823,566,"14,2",,,0,5,0,,,,,,,,
06.03.01.05,06.03.01.Р15,,,резка металического листа,"оц.0,55",1250,2200,27500,4224,74,2,"3125,76","12,379","46,00",3404,591,"13,8",,,0,4,0,,,,,,,,
,,,,,,,,,,,,"25251,12","8,2",,27500,3846,,,,,38,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Название операции,06.03.01.06,ширина рулона,длина куска сетки,площ.куска сетки ,площ детали,кол-во  на куске,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.03.01.06, верх и низ,,,резка металического листа,12х25.1.8,1000,962,9620,498750,1,2,"4987,5","100,000","9620,00",9620,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"4987,5","48,2",,9620,0,,,,,0,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Название операции,06.03.01.07,ширина рулона,длина куска сетки,площ.куска сетки ,площ детали,кол-во  на куске,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.03.01.07, боковой стену,,,резка металического листа,12х25.1.8,1000,312,3120,157500,1,2,1575,"100,000","3120,00",3120,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,1575,"49,5",,3120,0,,,,,0,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Название операции,06.03.01.08,ширина рулона,длина куска сетки,площ.куска сетки ,площ детали,кол-во  на куске,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.03.01.08, зад стену,,,резка металического листа,12х25.1.8,1000,962,9620,285000,3,1,8550,"100,000","3206,67",9620,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,8550,"11,1",,9620,0,,,,,0,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Название операции,06.03.01.09,ширина рулона,длина куска сетки,площ.куска сетки ,площ детали,кол-во  на куске,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.03.01.09,сетка пол,,,резка металического листа,12х25.1.8,1000,962,9620,688750,1,1,"6887,5","100,000","9620,00",9620,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"6887,5","28,4",,9620,0,,,,,0,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Название операции,06.03.01.10,ширина рулона,длина куска сетки,площ.куска сетки ,площ детали,кол-во  на куске,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
06.03.01.10, дверца,,,резка металического листа,12х25.1.8,1000,962,9620,95000,8,1,7600,"100,000","1202,50",9620,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,7600,"21,0",,9620,0,,,,,0,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Клетка для  Перепелов ""Комфорт-2"" на 300 голов 2-3 системой пометоудаления",,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,07.01.01.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
07.01.01.01,07.01.01.Р01,,,резка металического листа,"оц.0,35",1250,2000,25000,53112,5,,"2655,6","11,518","575,92",2880,2062,"13,1",,,0,12,0,,,,,,,,
07.01.01.01,07.01.01.Р02,,,резка металического листа,"оц.0,35",1250,2000,25000,256846,2,1,"5136,92","22,281","2785,13",5570,2488,"17,2",,,0,20,0,,,,,,,,
07.01.01.01,07.01.01.Р03,,,резка металического листа,"оц.0,35",1250,2000,25000,101299,2,1,"2025,98","8,788","1098,44",2197,2170,"11,7",,,0,4,0,,,,,,,,
07.01.01.01,07.01.01.Р04,,,резка металического листа,"оц.0,35",1250,2000,25000,205364,2,1,"4107,28","17,815","2226,88",4454,2326,"14,9",,,0,14,0,,,,,,,,
07.01.01.01,07.01.01.Р05,,,резка металического листа,"оц.0,35",1250,2000,25000,111630,2,1,"2232,6","9,684","1210,47",2421,2128,"12,5",,,0,8,0,,,,,,,,
07.01.01.01,07.01.01.Р06,,,резка металического листа,"оц.0,35",1250,2000,25000,203242,3,2,"6097,26","26,446","2203,87",6612,1818,"14,2",,,0,21,0,,,,,,,,
07.01.01.01,04.08.01.Р10,,,резка металического листа,"оц.0,35",1250,2000,25000,48501,1,1,"485,01","2,104","525,92",526,2040,"10,1",,,0,,0,,,,,,,,
07.01.01.01,04.12.01.Р11,,,резка металического листа,"оц.0,35",1250,2000,25000,2757,2,2,"55,14","0,239","29,90",60,390,"2,7",,,0,3,0,,,,,,,,
07.01.01.01,04.12.01.Р12,,,резка металического листа,"оц.0,35",1250,2000,25000,12966,2,2,"259,32","1,125","140,60",281,489,"3,6",,,0,5,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"23055,11","7,8",,25000,15911,,,,,87,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,07.01.01.02,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
07.01.01.02,07.01.01.Р07,,,резка металического листа,"оц.0,35",1250,2000,25000,128003,2,,"2560,06","11,062","1382,71",2765,2188,"38,8",,,0,2,0,,,,,,,,
07.01.01.02,07.01.01.Р06,,,резка металического листа,"оц.0,35",1250,2000,25000,203242,10,2,"20324,2","87,818","2195,45",21954,1818,"48,7",,,0,21,0,,,,,,,,
07.01.01.02,04.12.01.Р12,,,резка металического листа,"оц.0,35",1250,2000,25000,12966,2,2,"259,32","1,120","140,06",280,489,"12,5",,,0,5,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"23143,58","7,4",,25000,4495,,,,,28,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,07.01.01.03,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
07.01.01.03,07.01.01.Р08,,,резка металического листа,"оц.0,35",1250,2000,25000,128131,5,2,"6406,55","26,729","1336,47",6682,2293,"37,9",,,0,8,0,,,,,,,,
07.01.01.03,07.01.01.Р09,,,резка металического листа,"оц.0,35",1250,2000,25000,128131,12,2,"15375,72","64,150","1336,47",16038,2293,"35,1",,,0,4,0,,,,,,,,
07.01.01.03,07.01.01.Р13,,,резка металического листа,"оц.0,35",1250,2000,25000,21743,9,4,"1956,87","8,164","226,79",2041,1276,"19,4",,,0,2,0,,,,,,,,
07.01.01.03,04.12.01.Р11,,,резка металического листа,"оц.0,35",1250,2000,25000,5727,4,2,"229,08","0,956","59,74",239,390,"7,6",,,0,3,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"23968,22","4,1",,25000,6252,,,,,17,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,07.01.01.04,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
07.01.01.04,07.01.01.Р14,,,резка металического листа,"оц.0,70",1250,2000,25000,92571,5,1,"4628,55","20,059","1002,96",5015,1651,"11,0",26,59,1619,6,178,,,,,,,,
07.01.01.04,07.01.01.Р15,,,резка металического листа,"оц.0,70",1250,2200,27500,61923,5,1,"3096,15","13,418","737,99",3690,1563,"10,0",,,1619,4,161,,,,,,,,
07.01.01.04,07.01.01.Р16,,,резка металического листа,"оц.0,70",1250,2200,27500,51999,5,1,"2599,95","11,268","619,72",3099,1460,"9,4",,,1619,4,152,,,,,,,,
07.01.01.04,07.01.01.Р17,,,резка металического листа,"оц.0,70",1250,2200,27500,4350,3,,"130,5","0,566","51,84",156,266,"3,2",,,1619,6,0,,,,,,,,
07.01.01.04,07.01.01.Р18,,,резка металического листа,"оц.0,70",1250,2200,27500,321356,1,1,"3213,56","13,927","3829,89",3830,2551,"21,2",,,1619,24,343,,,,,,,,
07.01.01.04,07.01.01.Р19,,,резка металического листа,"оц.0,70",1250,2200,27500,58904,5,1,"2945,2","12,764","702,01",3510,1388,"12,4",,,1619,16,200,,,,,,,,
07.01.01.04,07.01.01.Р20,,,резка металического листа,"оц.0,70",1250,2200,27500,23800,5,1,1190,"5,157","283,65",1418,1270,"11,7",,,1619,16,189,,,,,,,,
07.01.01.04,07.01.01.Р21,,,резка металического листа,"оц.0,70",1250,2200,27500,7006,3,2,"210,18","0,911","83,50",250,357,"3,1",,,1619,4,25,,,,,,,,
07.01.01.04,07.01.01.Р22,,,резка металического листа,"оц.0,70",1250,2200,27500,28424,13,4,"3695,12","16,014","338,75",4404,1380,"9,5",,,1619,6,38,,,,,,,,
07.01.01.04,07.01.01.Р23,,,резка металического листа,"оц.0,70",1250,2200,27500,5322,1,,"53,22","0,231","63,43",63,305,"4,0",,,1619,8,0,,,,,,,,
07.01.01.04,07.01.01.Р34,,,резка металического листа,"оц.0,70",1250,2200,27500,3976,33,,"1312,08","5,686","47,39",1564,815,"4,6",,,1619,,0,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,1619,,0,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,1619,,0,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,1619,,0,,,,,,,,
,,,,,,,,,,,,"23074,51","7,7",,26999,13006,,,,,94,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,07.01.01.05,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
07.01.01.05,07.01.01.Р24,,,резка металического листа,"оц.0,70",1250,2000,25000,19990,3,,"599,7","2,488","207,30",622,4018,"59,8",,,0,,0,,,,,,,,
07.01.01.05,07.01.01.Р25,,,резка металического листа,"оц.0,70",1250,2000,25000,5000,4,,200,"0,830","51,85",207,1020,"15,2",,,0,,0,,,,,,,,
07.01.01.05,07.01.01.Р22,,,резка металического листа,"оц.0,70",1250,2000,25000,28424,82,4,"23307,68","96,683","294,76",24171,1380,"25,0",,,0,6,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"24107,38","3,6",,25000,6418,,,,,6,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,07.01.01.06,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
